subscriber_id,signup_date,subscription_tier,age_group,region,num_profiles,months_subscribed,days_to_first_watch,avg_weekly_watch_hours,days_since_last_watch,genre_diversity_score,pct_content_completed,num_titles_watched,favorite_genre,churned,churn_date
SUB_05036,2023-08-10,Standard,45+,South,1,16,1,2.7,2,0.68,0.54,31,Animation,0,
SUB_05037,2024-05-29,Standard,25-34,Northeast,2,7,6,5.7,14,0.36,0.63,14,Documentary,0,
SUB_05038,2023-04-28,Premium,25-34,South,2,20,0,9.9,1,0.45,0.54,40,Drama,0,
SUB_05039,2023-05-16,Standard,45+,Midwest,2,19,3,3.7,4,0.58,0.93,38,Crime,0,
SUB_05040,2023-07-06,Premium,25-34,West,2,18,0,9.6,14,0.06,0.85,36,Documentary,0,
SUB_05041,2024-06-25,Standard,25-34,West,2,6,2,4.5,26,0.33,0.87,15,Action,0,
SUB_05042,2024-08-01,Standard,18-24,Midwest,1,5,0,7.7,1,0.35,0.77,5,Animation,0,
SUB_05043,2023-11-07,Basic,18-24,South,4,14,3,3.5,3,0.62,0.8,24,Action,0,
SUB_05044,2024-01-14,Standard,35-44,Northeast,1,11,1,6.0,17,0.89,0.7,13,Romance,1,2024-10-22
SUB_05045,2024-02-16,Standard,35-44,Northeast,2,10,0,8.7,10,0.41,0.71,21,Comedy,0,
SUB_05046,2024-02-25,Standard,35-44,Northeast,1,10,0,6.7,3,0.63,0.66,27,Romance,0,
SUB_05047,2023-08-05,Standard,18-24,Northeast,3,17,3,3.1,6,0.2,0.8,40,Documentary,0,
SUB_05048,2024-10-31,Standard,25-34,South,2,2,1,3.5,0,0.76,0.76,4,Drama,0,
SUB_05049,2023-03-12,Basic,25-34,South,1,22,3,5.1,0,0.42,0.91,58,Animation,0,
SUB_05050,2023-04-20,Standard,25-34,Midwest,1,20,1,7.0,18,0.39,0.72,35,Horror,0,
SUB_05051,2023-10-12,Basic,45+,South,1,14,1,2.3,2,0.39,0.59,35,Documentary,0,
SUB_05052,2024-08-24,Premium,35-44,South,3,4,5,10.8,11,0.73,0.87,6,Horror,0,
SUB_05053,2024-07-22,Basic,18-24,South,3,5,5,2.1,1,0.08,0.82,17,Documentary,0,
SUB_05054,2023-10-25,Basic,45+,South,5,14,7,5.5,13,0.53,0.41,25,Thriller,0,
SUB_05055,2024-05-13,Standard,25-34,West,1,7,5,3.0,7,0.21,0.75,7,Sci-Fi,1,2024-08-06
SUB_05056,2024-07-14,Standard,35-44,Northeast,1,5,0,7.2,0,0.18,0.6,7,Drama,0,
SUB_05057,2024-11-27,Standard,18-24,West,1,1,0,8.1,1,0.7,0.66,4,Sci-Fi,0,
SUB_05058,2024-12-11,Basic,35-44,South,1,1,0,1.0,4,0.3,0.92,0,Sci-Fi,1,2024-12-23
SUB_05059,2024-06-13,Standard,25-34,South,3,6,11,3.1,10,0.67,0.91,11,Thriller,1,2024-12-10
SUB_05060,2023-07-17,Basic,25-34,Northeast,5,17,2,0.0,21,0.8,0.61,34,Thriller,1,2024-03-06
SUB_05061,2024-05-21,Premium,18-24,Northeast,1,7,0,6.1,0,0.57,0.72,13,Romance,0,
SUB_05062,2024-05-03,Premium,18-24,South,2,8,2,13.3,13,0.53,0.55,14,Sci-Fi,0,
SUB_05063,2023-01-27,Standard,18-24,Midwest,2,23,3,4.7,15,0.12,0.52,54,Sci-Fi,1,2023-11-01
SUB_05064,2023-04-28,Basic,25-34,South,4,20,0,3.0,6,0.24,0.83,33,Animation,0,
SUB_05065,2023-02-23,Standard,18-24,South,2,22,1,7.1,32,0.8,0.8,29,Crime,0,
SUB_05066,2024-05-18,Basic,35-44,South,5,7,0,2.0,12,0.68,0.83,22,Romance,0,
SUB_05067,2023-06-01,Standard,18-24,South,3,19,11,2.7,17,0.35,0.75,43,Animation,0,
SUB_05068,2024-04-23,Basic,35-44,West,3,8,1,2.9,5,0.62,0.83,22,Thriller,0,
SUB_05069,2023-06-11,Premium,18-24,West,1,18,3,0.1,7,0.2,0.72,33,Drama,1,2024-04-20
SUB_05070,2024-10-23,Basic,45+,South,5,2,7,3.8,16,0.51,0.65,8,Comedy,1,2024-11-09
SUB_05071,2023-08-04,Standard,45+,South,3,17,5,0.0,0,0.55,0.53,26,Action,1,2023-12-01
SUB_05072,2024-02-24,Standard,25-34,Northeast,2,10,1,1.9,8,0.64,0.48,24,Thriller,1,2024-04-26
SUB_05073,2023-12-14,Standard,35-44,West,2,12,1,4.0,5,0.71,0.67,22,Sci-Fi,0,
SUB_05074,2023-12-06,Basic,18-24,Northeast,1,13,4,0.3,36,0.65,0.87,36,Animation,0,
SUB_05075,2024-07-07,Premium,45+,Midwest,1,5,0,2.7,5,0.84,0.68,18,Drama,0,
SUB_05076,2023-12-18,Standard,25-34,South,1,12,3,5.3,1,0.75,0.92,32,Sci-Fi,0,
SUB_05077,2024-11-03,Standard,18-24,West,5,1,5,3.8,2,0.49,0.67,1,Comedy,1,2024-11-27
SUB_05078,2024-08-08,Basic,25-34,South,3,4,5,1.2,17,0.71,0.92,5,Sci-Fi,0,
SUB_05079,2024-01-10,Standard,18-24,South,3,11,0,4.4,0,0.86,0.41,12,Sci-Fi,0,
SUB_05080,2024-06-20,Standard,25-34,Midwest,3,6,2,1.6,2,0.76,0.91,13,Romance,1,2024-08-09
SUB_05081,2023-10-30,Basic,35-44,West,2,14,1,3.0,0,0.46,0.84,31,Thriller,0,
SUB_05082,2023-08-30,Basic,25-34,West,1,16,11,0.6,12,0.65,0.79,27,Romance,1,2024-02-08
SUB_05083,2024-01-13,Premium,25-34,Midwest,1,11,2,11.9,20,0.72,0.76,21,Crime,0,
SUB_05084,2024-11-15,Basic,18-24,Midwest,4,1,1,1.7,1,0.11,0.88,3,Documentary,0,
SUB_05085,2024-01-24,Basic,25-34,South,1,11,0,1.7,7,0.63,0.89,24,Documentary,0,
SUB_05086,2023-10-14,Standard,18-24,Midwest,3,14,5,4.0,8,0.48,0.82,22,Thriller,0,
SUB_05087,2023-06-08,Standard,45+,West,3,19,1,7.2,1,0.86,0.66,44,Documentary,0,
SUB_05088,2023-12-20,Basic,18-24,South,2,12,5,3.7,2,0.48,0.88,23,Action,0,
SUB_05089,2024-12-30,Standard,35-44,Midwest,5,1,6,7.6,8,0.65,0.59,1,Horror,0,
SUB_05090,2024-03-30,Basic,25-34,South,1,9,0,1.7,0,0.49,0.75,17,Action,0,
SUB_05091,2024-09-18,Basic,25-34,South,3,3,2,2.0,23,0.42,0.93,6,Animation,1,2024-10-04
SUB_05092,2023-08-29,Basic,35-44,West,3,16,1,0.8,9,0.21,0.8,32,Horror,1,2024-09-13
SUB_05093,2023-07-31,Premium,25-34,South,5,17,1,8.0,4,0.49,0.41,33,Action,0,
SUB_05094,2023-12-29,Basic,25-34,Northeast,4,12,1,0.2,5,0.41,0.86,23,Action,0,
SUB_05095,2024-08-20,Basic,35-44,South,1,4,2,1.1,1,0.25,0.84,6,Horror,0,
SUB_05096,2023-05-13,Standard,25-34,Northeast,2,19,0,5.7,2,0.61,0.87,32,Horror,0,
SUB_05097,2024-05-23,Premium,25-34,South,4,7,6,9.6,20,0.84,0.84,17,Documentary,0,
SUB_05098,2023-10-04,Basic,35-44,West,1,15,2,1.2,5,0.93,0.69,23,Romance,0,
SUB_05099,2023-09-22,Standard,35-44,Midwest,2,15,1,7.3,1,0.13,0.65,35,Comedy,0,
SUB_05100,2024-08-27,Basic,18-24,West,3,4,0,0.5,8,0.73,0.77,9,Horror,0,
SUB_05101,2024-08-25,Standard,25-34,Northeast,2,4,2,5.1,3,0.3,0.65,12,Romance,0,
SUB_05102,2024-10-18,Standard,18-24,West,3,2,4,11.0,15,0.36,0.57,3,Action,0,
SUB_05103,2023-12-26,Standard,18-24,Midwest,3,12,1,8.8,12,0.26,0.79,26,Action,0,
SUB_05104,2024-10-25,Basic,35-44,Northeast,3,2,12,1.2,3,0.49,0.64,4,Animation,1,2024-11-29
SUB_05105,2024-10-28,Basic,45+,Midwest,3,2,2,3.8,8,0.76,0.73,1,Action,1,2024-12-16
SUB_05106,2023-05-16,Basic,45+,West,5,19,11,1.1,2,0.47,0.94,34,Action,0,
SUB_05107,2024-03-03,Standard,18-24,Northeast,2,10,9,6.1,2,0.38,0.89,20,Horror,0,
SUB_05108,2023-01-29,Basic,25-34,South,1,23,2,4.7,21,0.36,0.85,44,Action,0,
SUB_05109,2024-08-17,Standard,35-44,West,2,4,2,4.2,1,0.1,0.96,4,Sci-Fi,0,
SUB_05110,2023-11-26,Premium,18-24,Northeast,4,13,0,13.1,1,0.66,0.71,24,Action,0,
SUB_05111,2023-02-03,Premium,35-44,Midwest,1,23,7,9.4,4,0.22,0.86,43,Romance,0,
SUB_05112,2024-05-18,Premium,35-44,South,3,7,4,7.8,7,0.77,0.64,10,Action,0,
SUB_05113,2023-04-14,Standard,45+,South,2,20,2,6.6,2,0.36,0.74,40,Drama,0,
SUB_05114,2024-05-08,Standard,18-24,Midwest,4,7,1,6.3,1,0.39,0.94,11,Crime,0,
SUB_05115,2024-01-06,Basic,25-34,Northeast,4,12,5,0.0,14,0.44,0.9,21,Romance,0,
SUB_05116,2024-01-23,Standard,45+,Midwest,3,11,1,4.2,9,0.51,0.54,17,Drama,0,
SUB_05117,2023-08-25,Standard,35-44,Northeast,1,16,2,2.1,10,0.34,0.64,35,Horror,0,
SUB_05118,2023-03-31,Standard,45+,South,1,21,0,0.8,34,0.71,0.36,47,Action,1,2023-10-07
SUB_05119,2023-11-29,Standard,18-24,South,1,13,4,4.6,5,0.62,0.74,33,Romance,0,
SUB_05120,2024-01-12,Basic,35-44,South,2,11,4,2.5,2,0.77,0.78,28,Documentary,0,
SUB_05121,2023-08-28,Basic,35-44,South,1,16,1,3.5,7,0.59,0.79,32,Comedy,0,
SUB_05122,2024-12-30,Premium,18-24,West,2,1,0,3.8,0,0.76,0.95,4,Documentary,0,
SUB_05123,2023-07-01,Basic,25-34,West,1,18,0,0.3,5,0.83,0.65,39,Thriller,0,
SUB_05124,2023-09-14,Standard,35-44,West,3,15,2,8.7,9,0.76,0.94,30,Sci-Fi,0,
SUB_05125,2023-07-08,Premium,18-24,South,4,18,0,7.0,4,0.59,0.56,23,Thriller,0,
SUB_05126,2024-02-19,Standard,25-34,West,2,10,1,1.4,4,0.46,0.69,14,Action,0,
SUB_05127,2023-09-12,Standard,35-44,West,5,15,5,9.3,1,0.2,0.85,32,Horror,0,
SUB_05128,2023-02-14,Basic,25-34,South,1,22,0,1.8,6,0.38,0.86,35,Animation,0,
SUB_05129,2024-08-20,Basic,45+,South,1,4,2,1.3,3,0.92,0.71,7,Thriller,0,
SUB_05130,2023-07-20,Premium,25-34,Northeast,1,17,1,7.2,12,0.43,0.81,36,Thriller,0,
SUB_05131,2023-12-25,Standard,25-34,South,5,12,0,2.6,1,0.46,0.8,26,Thriller,0,
SUB_05132,2023-12-09,Standard,45+,West,2,12,2,4.7,5,0.72,0.35,19,Documentary,0,
SUB_05133,2023-07-31,Basic,45+,South,4,17,2,2.5,1,0.67,0.75,37,Comedy,0,
SUB_05134,2024-09-22,Basic,18-24,Midwest,1,3,1,2.7,7,0.53,0.94,5,Romance,1,2024-10-17
SUB_05135,2023-10-25,Premium,35-44,Northeast,4,14,0,2.8,5,0.71,0.95,40,Drama,0,
SUB_05136,2023-06-04,Standard,18-24,Northeast,2,19,0,8.8,10,0.34,0.55,31,Romance,0,
SUB_05137,2024-11-28,Standard,18-24,South,3,1,1,4.6,1,0.49,0.87,0,Thriller,0,
SUB_05138,2023-07-16,Basic,25-34,West,5,17,0,2.5,4,0.53,0.68,35,Drama,1,2023-11-04
SUB_05139,2024-04-26,Standard,25-34,South,4,8,0,6.9,0,0.39,0.78,14,Drama,0,
SUB_05140,2024-12-13,Premium,45+,West,4,1,2,8.5,15,0.67,0.81,5,Romance,0,
SUB_05141,2024-01-14,Standard,35-44,Northeast,1,11,1,6.2,4,0.35,0.66,22,Romance,0,
SUB_05142,2024-12-06,Basic,45+,Midwest,3,1,3,2.2,11,0.73,0.86,1,Romance,1,2024-12-30
SUB_05143,2024-01-02,Standard,35-44,Midwest,4,12,2,4.3,3,0.8,0.99,22,Animation,0,
SUB_05144,2024-06-20,Standard,25-34,West,2,6,0,5.2,9,0.7,0.71,11,Horror,0,
SUB_05145,2023-03-12,Standard,35-44,Northeast,3,22,3,3.6,15,0.6,0.79,51,Sci-Fi,0,
SUB_05146,2023-01-28,Premium,45+,Northeast,1,23,1,6.7,9,0.4,0.92,58,Animation,0,
SUB_05147,2024-01-28,Standard,35-44,Northeast,1,11,0,5.4,4,0.13,0.77,28,Animation,0,
SUB_05148,2024-06-06,Premium,35-44,West,3,6,0,10.6,14,0.21,0.7,13,Crime,0,
SUB_05149,2023-12-15,Standard,45+,Northeast,2,12,2,5.7,6,0.6,0.57,24,Crime,0,
SUB_05150,2023-04-28,Basic,18-24,Northeast,1,20,2,4.1,5,0.29,0.92,52,Drama,0,
SUB_05151,2024-01-15,Basic,35-44,South,1,11,5,2.5,19,0.5,0.76,19,Action,0,
SUB_05152,2023-07-27,Basic,45+,South,3,17,4,1.5,16,0.09,0.65,33,Romance,1,2024-03-31
SUB_05153,2024-02-27,Premium,45+,West,3,10,6,10.8,3,0.3,0.41,19,Documentary,0,
SUB_05154,2023-04-03,Standard,25-34,West,1,21,1,10.6,2,0.47,0.77,34,Action,0,
SUB_05155,2023-05-21,Standard,25-34,South,5,19,1,2.2,3,0.34,0.76,38,Action,0,
SUB_05156,2023-12-21,Basic,35-44,West,1,12,0,4.6,0,0.38,0.61,28,Animation,0,
SUB_05157,2024-06-06,Basic,25-34,Midwest,3,6,1,2.6,4,0.72,0.81,16,Horror,0,
SUB_05158,2023-03-10,Standard,35-44,South,1,22,0,5.2,1,0.6,0.74,46,Romance,0,
SUB_05159,2024-08-04,Standard,25-34,West,2,4,4,4.3,4,0.88,0.84,6,Animation,0,
SUB_05160,2024-11-27,Basic,25-34,Midwest,2,1,3,1.4,6,0.1,0.43,1,Comedy,1,2024-12-06
SUB_05161,2023-05-04,Standard,25-34,South,2,20,4,0.8,8,0.51,0.92,36,Horror,0,
SUB_05162,2024-02-23,Basic,25-34,Midwest,3,10,2,2.3,3,0.33,0.89,27,Romance,0,
SUB_05163,2024-06-06,Basic,25-34,South,4,6,2,3.3,3,0.32,0.45,18,Thriller,0,
SUB_05164,2024-11-08,Standard,25-34,Northeast,1,1,0,4.6,1,0.51,0.88,3,Romance,0,
SUB_05165,2024-08-25,Basic,25-34,Midwest,3,4,3,1.3,3,0.77,0.58,7,Action,0,
SUB_05166,2023-12-07,Premium,18-24,West,2,13,0,7.0,1,0.78,0.76,15,Crime,0,
SUB_05167,2023-11-01,Basic,18-24,Midwest,4,14,0,2.1,4,0.56,0.74,27,Sci-Fi,0,
SUB_05168,2023-06-06,Basic,18-24,South,3,19,0,2.9,13,0.43,0.68,36,Horror,0,
SUB_05169,2023-03-29,Basic,35-44,West,1,21,8,3.5,11,0.26,0.85,43,Crime,0,
SUB_05170,2023-08-16,Standard,35-44,Northeast,3,16,6,0.3,13,0.29,0.8,28,Action,0,
SUB_05171,2023-12-31,Standard,18-24,South,4,12,6,3.8,14,0.66,0.87,24,Action,0,
SUB_05172,2024-10-07,Standard,18-24,South,1,2,9,6.8,3,0.13,0.8,6,Thriller,1,2024-11-23
SUB_05173,2023-09-23,Basic,35-44,Northeast,2,15,2,0.2,28,0.22,0.64,29,Thriller,1,2024-07-21
SUB_05174,2023-03-25,Basic,25-34,South,3,21,6,1.7,8,0.14,0.77,43,Documentary,1,2024-09-13
SUB_05175,2023-07-31,Standard,45+,Midwest,1,17,1,6.9,0,0.61,0.91,37,Romance,0,
SUB_05176,2023-08-06,Premium,35-44,West,3,17,1,9.6,5,0.42,0.79,35,Animation,0,
SUB_05177,2023-05-31,Premium,25-34,West,1,19,1,10.3,21,0.52,0.91,40,Horror,0,
SUB_05178,2024-11-16,Basic,25-34,Midwest,4,1,0,0.3,0,0.68,0.72,3,Comedy,1,2024-12-06
SUB_05179,2023-05-20,Standard,25-34,South,3,19,5,3.7,6,0.58,0.77,21,Sci-Fi,0,
SUB_05180,2023-02-24,Premium,18-24,Midwest,4,22,0,11.2,12,0.27,0.5,52,Documentary,0,
SUB_05181,2023-05-21,Standard,18-24,West,2,19,4,6.9,10,0.79,0.68,43,Documentary,0,
SUB_05182,2023-03-15,Premium,18-24,South,1,21,7,8.6,11,0.08,0.84,43,Crime,0,
SUB_05183,2023-05-15,Basic,35-44,Midwest,2,19,2,3.8,16,0.43,0.86,27,Animation,0,
SUB_05184,2024-10-03,Premium,25-34,South,2,2,0,10.1,10,0.08,0.87,3,Animation,0,
SUB_05185,2023-01-26,Standard,18-24,South,4,23,1,5.0,1,0.3,0.83,49,Comedy,0,
SUB_05186,2024-05-02,Premium,35-44,South,4,8,0,15.6,4,0.54,0.71,21,Horror,0,
SUB_05187,2024-03-10,Standard,25-34,Midwest,2,9,0,0.0,6,0.82,0.73,20,Drama,0,
SUB_05188,2024-08-03,Standard,25-34,Midwest,3,5,4,0.0,27,0.41,0.6,8,Horror,1,2024-10-15
SUB_05189,2023-03-03,Premium,25-34,South,5,22,1,13.5,8,0.26,0.72,54,Thriller,0,
SUB_05190,2023-07-19,Basic,35-44,South,4,17,0,1.6,13,0.9,0.73,38,Crime,1,2024-12-03
SUB_05191,2024-05-04,Basic,45+,West,3,8,0,2.7,3,0.26,0.67,22,Comedy,0,
SUB_05192,2024-05-07,Standard,18-24,West,2,7,5,5.1,1,0.39,0.36,21,Animation,0,
SUB_05193,2024-11-09,Standard,25-34,South,2,1,2,6.2,2,0.01,0.74,2,Drama,0,
SUB_05194,2024-04-12,Premium,25-34,Northeast,3,8,5,12.8,17,0.72,0.75,12,Sci-Fi,0,
SUB_05195,2023-04-26,Basic,25-34,Midwest,4,20,0,3.6,24,0.28,0.86,35,Horror,1,2023-08-07
SUB_05196,2024-01-06,Standard,25-34,South,1,12,1,6.1,6,0.75,0.5,24,Sci-Fi,1,2024-04-15
SUB_05197,2024-10-12,Standard,45+,Northeast,2,2,2,7.9,15,0.36,0.88,2,Crime,0,
SUB_05198,2023-08-20,Basic,45+,South,3,16,3,1.2,10,0.32,0.22,37,Romance,0,
SUB_05199,2024-03-23,Standard,25-34,Midwest,3,9,0,6.1,1,0.11,0.63,14,Comedy,0,
SUB_05200,2023-08-02,Basic,25-34,Midwest,2,17,7,0.0,16,0.63,0.96,37,Crime,1,2024-01-01
SUB_05201,2023-07-27,Basic,35-44,South,2,17,4,1.0,19,0.04,0.55,35,Comedy,1,2023-11-21
SUB_05202,2023-04-12,Premium,25-34,South,3,20,0,12.8,0,0.83,0.65,39,Horror,0,
SUB_05203,2023-01-10,Standard,25-34,South,3,24,0,6.9,0,0.24,0.82,38,Action,0,
SUB_05204,2024-04-17,Standard,18-24,Northeast,2,8,4,4.5,2,0.3,0.89,19,Horror,0,
SUB_05205,2023-05-03,Premium,25-34,South,5,20,6,14.8,1,0.26,0.7,44,Romance,0,
SUB_05206,2023-01-04,Standard,25-34,Northeast,3,24,1,0.9,5,0.72,0.97,44,Animation,0,
SUB_05207,2024-04-11,Premium,35-44,South,4,8,1,14.1,0,0.35,0.7,19,Comedy,0,
SUB_05208,2023-09-16,Standard,35-44,South,1,15,2,4.6,9,0.55,0.56,27,Sci-Fi,0,
SUB_05209,2024-12-21,Premium,18-24,Midwest,3,1,3,2.5,2,0.51,0.59,3,Crime,0,
SUB_05210,2023-10-14,Basic,18-24,Midwest,3,14,3,0.5,1,0.72,0.96,31,Crime,0,
SUB_05211,2023-01-31,Premium,45+,South,2,23,4,8.1,12,0.69,0.91,44,Crime,0,
SUB_05212,2024-11-18,Basic,25-34,Northeast,1,1,0,0.4,4,0.59,0.84,2,Romance,1,2024-11-30
SUB_05213,2024-06-04,Basic,45+,South,2,7,2,0.5,0,0.34,0.47,13,Documentary,1,2024-07-20
SUB_05214,2024-12-16,Standard,18-24,Midwest,2,1,2,6.3,3,0.56,0.84,1,Documentary,0,
SUB_05215,2024-09-11,Standard,25-34,Northeast,1,3,8,3.6,1,0.09,0.83,6,Sci-Fi,1,2024-10-20
SUB_05216,2023-05-04,Standard,25-34,Northeast,3,20,7,0.0,0,0.19,0.89,46,Horror,1,2023-05-19
SUB_05217,2023-05-10,Standard,45+,Midwest,2,20,4,5.7,16,0.86,0.77,28,Animation,0,
SUB_05218,2024-05-30,Standard,18-24,Midwest,4,7,6,3.4,10,0.88,0.55,23,Romance,0,
SUB_05219,2024-04-24,Basic,25-34,South,3,8,4,4.0,3,0.93,0.59,10,Sci-Fi,1,2024-10-23
SUB_05220,2024-06-25,Basic,25-34,South,2,6,3,0.9,21,0.22,0.5,15,Drama,1,2024-11-09
SUB_05221,2023-03-18,Basic,45+,West,2,21,0,0.0,2,0.61,0.59,29,Crime,1,2023-07-26
SUB_05222,2023-07-02,Standard,45+,West,4,18,2,4.3,3,0.1,0.33,28,Crime,1,2024-04-08
SUB_05223,2024-01-01,Basic,45+,South,4,12,7,0.4,7,0.57,0.51,23,Sci-Fi,1,2024-01-25
SUB_05224,2023-10-19,Standard,45+,Midwest,2,14,4,2.5,15,0.26,0.63,31,Drama,0,
SUB_05225,2024-12-14,Standard,18-24,South,3,1,2,4.2,8,0.55,0.75,4,Comedy,1,2024-12-16
SUB_05226,2024-01-24,Basic,18-24,West,5,11,0,1.8,1,0.62,0.96,12,Animation,0,
SUB_05227,2023-06-06,Standard,18-24,South,5,19,3,4.2,0,0.18,0.79,35,Animation,0,
SUB_05228,2023-04-10,Premium,25-34,Midwest,1,21,1,9.1,3,0.83,0.59,36,Animation,0,
SUB_05229,2024-09-25,Basic,45+,Midwest,2,3,0,2.9,30,0.3,0.75,4,Horror,1,2024-12-05
SUB_05230,2023-04-20,Standard,45+,South,3,20,0,4.5,11,0.41,0.5,32,Romance,0,
SUB_05231,2024-11-09,Standard,18-24,Midwest,1,1,1,5.6,14,0.6,0.81,2,Sci-Fi,0,
SUB_05232,2024-10-03,Standard,35-44,South,4,2,17,7.0,11,0.34,0.54,5,Animation,1,2024-10-22
SUB_05233,2023-09-27,Standard,45+,Northeast,2,15,4,3.5,7,0.65,0.86,34,Action,0,
SUB_05234,2023-05-18,Standard,25-34,South,2,19,0,5.0,42,0.35,0.78,36,Documentary,0,
SUB_05235,2024-11-18,Standard,18-24,West,1,1,4,5.2,6,0.48,0.8,2,Comedy,0,
SUB_05236,2023-03-05,Basic,25-34,South,2,22,1,0.0,5,0.62,0.49,40,Documentary,0,
SUB_05237,2024-10-04,Standard,25-34,Midwest,1,2,2,0.0,2,0.61,0.96,1,Sci-Fi,1,2024-11-18
SUB_05238,2024-05-21,Standard,35-44,Midwest,4,7,4,5.1,0,0.06,0.49,12,Thriller,0,
SUB_05239,2024-11-30,Basic,25-34,Northeast,2,1,4,0.4,0,0.4,0.61,0,Thriller,1,2024-12-05
SUB_05240,2023-12-16,Standard,18-24,South,1,12,0,9.0,10,0.98,0.82,29,Thriller,0,
SUB_05241,2023-05-27,Premium,45+,Midwest,1,19,5,12.8,10,0.2,0.93,35,Thriller,0,
SUB_05242,2023-12-01,Standard,25-34,West,2,13,7,2.4,6,0.62,0.8,28,Horror,0,
SUB_05243,2024-06-15,Standard,25-34,Northeast,3,6,0,0.5,15,0.74,0.7,9,Animation,1,2024-11-26
SUB_05244,2024-07-07,Premium,45+,South,3,5,1,5.0,9,0.35,0.62,7,Animation,0,
SUB_05245,2024-02-11,Standard,18-24,Northeast,4,10,8,5.3,3,0.46,0.94,27,Documentary,0,
SUB_05246,2023-12-10,Standard,18-24,South,3,12,12,4.2,20,0.71,0.87,28,Action,1,2024-08-18
SUB_05247,2024-10-13,Standard,45+,South,2,2,1,6.8,0,0.3,0.65,5,Romance,0,
SUB_05248,2024-06-04,Premium,25-34,South,2,7,0,5.7,7,0.71,0.87,14,Comedy,0,
SUB_05249,2024-08-13,Standard,35-44,South,2,4,8,6.2,13,0.64,0.58,6,Romance,1,2024-08-27
SUB_05250,2024-10-21,Standard,25-34,South,2,2,0,5.8,7,0.81,0.78,4,Comedy,0,
SUB_05251,2024-12-05,Standard,18-24,Midwest,3,1,1,8.1,0,0.53,0.65,3,Comedy,0,
SUB_05252,2023-05-16,Premium,25-34,West,2,19,0,10.7,3,0.46,0.4,36,Horror,0,
SUB_05253,2023-02-08,Standard,18-24,South,1,23,2,2.8,3,0.8,0.64,45,Thriller,0,
SUB_05254,2023-11-16,Basic,35-44,Midwest,2,13,0,4.0,5,0.89,0.87,22,Sci-Fi,0,
SUB_05255,2023-10-14,Premium,35-44,South,1,14,0,8.9,14,0.28,0.65,31,Animation,0,
SUB_05256,2024-04-07,Standard,45+,West,1,8,1,4.0,0,0.37,0.94,14,Animation,0,
SUB_05257,2024-10-23,Basic,35-44,Midwest,2,2,0,2.2,0,0.76,0.72,6,Action,0,
SUB_05258,2023-12-18,Standard,18-24,Midwest,2,12,1,8.0,12,0.41,0.72,18,Thriller,0,
SUB_05259,2023-01-05,Standard,45+,Northeast,1,24,0,7.6,2,0.1,0.65,50,Thriller,0,
SUB_05260,2023-08-24,Premium,35-44,South,1,16,0,12.3,25,0.85,0.88,19,Comedy,0,
SUB_05261,2023-08-24,Basic,35-44,South,2,16,8,3.3,6,0.79,0.73,30,Romance,0,
SUB_05262,2024-05-15,Premium,45+,South,1,7,3,11.7,4,0.33,0.85,15,Action,0,
SUB_05263,2023-04-15,Standard,35-44,South,5,20,7,2.7,3,0.78,0.87,44,Action,0,
SUB_05264,2023-07-26,Basic,25-34,South,4,17,2,3.4,23,0.25,0.86,30,Comedy,0,
SUB_05265,2023-08-27,Premium,35-44,Midwest,4,16,7,0.1,30,0.25,0.62,23,Crime,1,2024-11-16
SUB_05266,2023-02-21,Standard,25-34,Northeast,2,22,5,4.9,3,0.73,0.76,44,Thriller,0,
SUB_05267,2023-04-18,Basic,18-24,South,5,20,18,2.1,28,0.09,0.35,31,Documentary,1,2023-05-01
SUB_05268,2023-12-23,Standard,35-44,Northeast,3,12,2,10.4,6,0.7,0.89,18,Thriller,0,
SUB_05269,2023-02-02,Premium,25-34,Northeast,2,23,3,6.1,3,0.88,0.79,36,Documentary,0,
SUB_05270,2023-01-22,Basic,18-24,Midwest,3,23,0,3.5,32,0.27,0.82,46,Sci-Fi,0,
SUB_05271,2023-11-03,Basic,18-24,South,2,14,8,2.3,35,0.25,0.54,30,Drama,0,
SUB_05272,2023-01-11,Basic,35-44,South,2,24,1,1.5,21,0.54,0.8,50,Horror,1,2024-08-21
SUB_05273,2024-09-30,Basic,25-34,South,4,3,7,0.0,4,0.29,0.66,7,Romance,0,
SUB_05274,2024-03-17,Standard,35-44,Midwest,2,9,0,5.5,12,0.78,0.82,26,Crime,0,
SUB_05275,2024-07-15,Standard,25-34,South,3,5,2,5.6,33,0.57,0.81,9,Horror,1,2024-09-26
SUB_05276,2023-07-17,Basic,25-34,West,1,17,0,1.6,0,0.72,0.73,45,Sci-Fi,0,
SUB_05277,2024-06-12,Basic,25-34,South,4,6,1,4.5,1,0.42,0.58,10,Sci-Fi,0,
SUB_05278,2023-02-13,Basic,35-44,Midwest,1,22,0,3.7,1,0.24,0.78,48,Comedy,0,
SUB_05279,2023-07-04,Premium,25-34,South,5,18,1,9.3,3,0.74,0.71,45,Documentary,0,
SUB_05280,2024-01-24,Basic,45+,South,3,11,2,3.7,1,0.75,0.84,16,Comedy,0,
SUB_05281,2024-07-04,Premium,45+,South,2,6,5,15.2,21,0.86,0.86,13,Comedy,0,
SUB_05282,2024-05-21,Standard,45+,South,2,7,1,3.4,5,0.52,0.85,12,Horror,0,
SUB_05283,2024-03-17,Basic,45+,South,2,9,2,0.5,5,0.89,0.83,14,Documentary,0,
